Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
2016-01-16,19.5,27.55,22.7,81.5,0.0,5.85,2.5,195.0,0.5,
2016-01-17,19.0,26.5,22.2,85.0,0.0,4.9,2.0,320.0,1.0,N 
2016-01-18,21.0,25.2,22.0,91.0,0.0,4.0,2.0,300.0,0.0,N 
2016-01-19,20.0,26.0,21.6,88.0,20.9,1.0,2.0,320.0,0.0,N 
2016-01-20,19.0,25.5,21.6,89.5,21.6,3.3,2.0,310.0,0.0,N 
2016-01-21,19.0,25.0,21.6,91.0,6.1,1.0,2.0,300.0,0.0,N 
2016-01-22,19.0,24.4,21.4,91.0,2.3,2.4,2.0,320.0,1.0,N 
2016-01-23,20.0,23.0,20.6,91.0,0.9,0.9,2.0,300.0,0.0,N 
2016-01-24,20.0,24.4,21.8,88.0,3.4,0.0,2.0,320.0,0.0,N 
2016-01-25,19.0,23.2,21.1,92.0,16.8,0.5,1.0,320.0,0.0,N 
2016-01-26,20.0,24.133333333333333,21.400000000000002,89.66666666666667,0.8,0.1,2.0,330.0,1.0,N 
2016-01-27,19.5,25.066666666666666,21.7,87.33333333333333,0.4,1.9333333333333333,2.5,305.0,1.0,
2016-01-28,19.0,26.0,22.0,85.0,0.0,3.7666666666666666,3.0,280.0,1.0,NW
2016-01-29,19.0,28.2,22.3,83.0,1.0,5.6,3.0,310.0,0.0,N 
2016-01-30,19.0,26.6,22.1,88.0,5.4,6.8,3.0,300.0,0.0,N 
2016-01-31,19.0,25.0,21.5,89.0,9.9,2.1,2.0,300.0,0.0,N 
2016-02-01,20.0,23.7,21.1,94.0,13.1,0.0,3.0,300.0,0.0,N 
2016-02-02,20.0,22.3,20.8,98.0,60.7,0.0,3.0,320.0,1.0,N 
2016-02-03,18.0,25.2,21.4,88.0,74.4,0.35,2.0,280.0,0.0,N 
2016-02-04,18.0,24.6,20.9,92.0,42.300000000000004,0.7,2.0,320.0,0.0,N 
2016-02-05,19.0,27.0,21.8,92.0,10.2,1.0499999999999998,2.0,300.0,0.0,N 
2016-02-06,20.0,28.2,23.1,83.0,7.8,1.4,3.0,290.0,1.0,N 
2016-02-07,20.0,24.7,21.9,91.0,0.0,7.1,3.0,320.0,0.0,N 
2016-02-08,19.0,25.2,20.4,93.0,49.8,2.8,3.0,170.0,1.0,N 
2016-02-09,19.0,24.4,21.1,95.0,40.6,1.4,2.0,360.0,0.0,N 
2016-02-10,19.0,23.2,20.5,95.0,20.5,1.3,3.0,260.0,0.0,N 
2016-02-11,19.0,23.0,21.1,95.0,64.9,0.3,2.0,320.0,0.0,N 
2016-02-12,19.0,24.4,20.7,90.0,6.1,0.0,4.0,330.0,0.0,N 
2016-02-13,19.0,25.5,22.6,84.0,5.7,0.5,2.0,300.0,0.0,N 
2016-02-14,20.0,26.6,21.8,84.0,26.3,2.35,3.0,300.0,1.0,N 
2016-02-15,19.0,27.6,21.9,84.0,0.6,4.2,4.0,260.0,1.0,N 
2016-02-16,19.0,25.6,21.9,84.0,0.1,5.2,3.0,330.0,0.0,N 
2016-02-17,20.0,27.2,21.6,88.0,4.0,4.5,3.0,320.0,0.0,N 
2016-02-18,19.0,24.4,21.1,91.0,4.0,0.4,2.0,290.0,0.0,N 
2016-02-19,19.0,26.4,22.0,90.0,6.4,1.9,3.0,320.0,1.0,N 
2016-02-20,20.0,25.5,21.5,93.0,2.5,2.8,2.0,210.0,0.0,N 
2016-02-21,19.5,22.8,20.9,96.0,26.9,2.3666666666666667,2.0,320.0,0.0,N 
2016-02-22,19.0,23.8,20.4,95.0,58.6,1.9333333333333333,1.0,310.0,0.0,N 
2016-02-23,19.0,26.6,21.4,85.0,42.5,1.5,3.0,330.0,0.0,N 
2016-02-24,19.0,25.2,21.2,92.0,0.2,1.6,3.0,320.0,0.0,N 
2016-02-25,19.0,25.4,20.8,92.0,13.6,2.7,2.0,320.0,0.0,N 
2016-02-26,19.0,23.9,20.1,95.0,9.9,1.0,3.0,300.0,0.0,N 
2016-02-27,18.0,23.5,20.1,94.0,16.3,0.0,2.0,20.0,0.0,N 
2016-02-28,20.0,23.2,20.7,95.0,7.0,0.3,2.0,310.0,0.0,N 
2016-02-29,20.0,22.6,20.5,98.0,9.0,0.0,3.0,290.0,1.0,N 
2016-03-01,19.0,22.4,19.9,98.0,54.4,0.0,4.0,310.0,1.0,N 
2016-03-02,20.0,23.4,20.4,98.0,21.9,0.0,2.0,300.0,0.0,N 
2016-03-03,19.0,24.4,21.5,95.0,22.0,0.0,1.0,330.0,0.0,N 
2016-03-04,19.0,24.4,21.1,93.0,14.0,1.7,2.0,300.0,1.0,N 
2016-03-05,20.0,25.6,21.0,95.0,32.2,1.2,3.0,320.0,1.0,N 
2016-03-06,20.0,27.1,22.2,90.5,32.1,1.2,2.0,260.0,0.0,N 
2016-03-07,20.0,27.2,22.8,86.0,6.1,4.5,3.0,320.0,1.0,N 
2016-03-08,19.0,27.0,21.7,88.0,40.4,8.3,2.0,350.0,0.0,N 
2016-03-09,19.5,26.0,21.3,91.0,5.5,5.65,4.0,330.0,0.0,N 
2016-03-10,20.0,25.4,22.4,90.0,29.0,3.0,3.0,310.0,1.0,N 
2016-03-11,20.0,24.8,21.9,92.0,22.2,1.5,3.0,330.0,0.0,N 
2016-03-12,19.0,26.0,21.6,89.0,32.6,0.0,3.0,220.0,1.0,N 
2016-03-13,19.0,27.4,22.3,86.0,9.5,3.3,3.0,330.0,1.0,N 
2016-03-14,20.0,26.2,22.4,92.0,19.4,5.1,2.0,280.0,1.0,N 
2016-03-15,20.0,28.2,22.5,86.5,13.4,2.4,2.0,350.0,0.0,N 
2016-03-16,20.0,28.2,22.7,81.0,0.0,6.4,3.0,330.0,0.0,N 
2016-03-17,19.0,28.2,22.1,82.0,2.4,6.95,2.0,350.0,1.0,N 
2016-03-18,20.0,27.6,22.9,91.0,43.1,7.5,4.0,290.0,1.0,N 
2016-03-19,20.0,26.3,23.0,85.0,0.0,3.2,2.0,300.0,0.0,N 
2016-03-20,21.0,27.0,23.4,87.0,0.0,0.8,3.0,280.0,1.0,N 
2016-03-21,21.0,26.2,22.1,94.0,3.9,2.5,3.0,300.0,0.0,N 
2016-03-22,20.0,25.7,21.6,91.0,1.2,2.5,5.0,20.0,1.0,N 
2016-03-23,19.0,26.2,21.2,89.0,36.2,3.95,2.0,330.0,1.0,N 
2016-03-24,19.0,27.8,22.7,83.0,6.9,5.4,3.0,290.0,0.0,N 
2016-03-25,20.0,27.0,22.0,89.0,1.3,4.35,2.0,290.0,0.0,N 
2016-03-26,20.0,26.1,21.7,94.0,14.4,3.3,2.0,290.0,0.0,N 
2016-03-27,19.0,26.4,21.7,88.0,22.3,1.7,2.0,180.0,0.0,N 
2016-03-28,19.0,26.6,21.7,91.0,21.9,5.2,3.0,310.0,0.0,N 
2016-03-29,19.0,25.8,20.8,89.0,21.5,2.4,3.0,50.0,0.0,N 
2016-03-30,19.0,23.7,21.4,91.0,45.3,3.1,3.0,310.0,0.0,N 
2016-03-31,20.0,25.4,21.7,94.0,23.2,2.9,2.0,310.0,0.0,N 
2016-04-01,20.0,26.7,21.6,90.0,1.1,1.7,3.0,360.0,1.0,N 
2016-04-02,19.0,25.8,21.3,88.0,27.3,5.5,2.0,180.0,1.0,N 
2016-04-03,19.0,26.6,21.9,88.0,51.7,5.4,3.0,170.0,0.0,N 
2016-04-04,19.0,28.4,23.0,86.0,6.4,7.0,3.0,360.0,1.0,N 
2016-04-05,20.0,26.4,22.1,92.0,3.5,6.7,3.0,300.0,0.0,N 
2016-04-06,19.0,25.8,22.2,87.0,46.1,2.1,2.0,250.0,0.0,N 
2016-04-07,20.0,27.5,22.6,86.0,18.4,3.7,1.0,360.0,0.0,N 
2016-04-08,19.0,26.4,22.4,89.0,9.2,6.3,2.0,360.0,0.0,N 
2016-04-09,19.0,26.9,21.7,90.0,4.4,4.633333333333333,1.0,360.0,0.0,N 
2016-04-10,19.0,26.0,22.4,86.0,50.4,2.9666666666666663,2.0,310.0,0.0,N 
2016-04-11,20.0,28.1,22.4,84.0,32.3,1.3,5.0,300.0,1.0,N 
2016-04-12,20.0,27.6,22.6,89.0,14.2,6.7,3.0,290.0,1.0,N 
2016-04-13,20.0,26.6,22.0,89.0,8.1,5.05,1.0,80.0,0.0,N 
2016-04-14,19.0,27.4,22.9,85.0,2.0,3.4,2.0,300.0,0.0,N 
2016-04-15,20.0,27.6,22.0,92.0,1.7,2.8,3.0,10.0,0.0,N 
2016-04-16,19.0,27.8,22.65,88.5,1.5499999999999998,4.9,3.0,300.0,0.0,N 
2016-04-17,19.0,28.0,23.3,85.0,1.4,7.0,4.0,40.0,1.0,N 
2016-04-18,19.0,29.0,22.8,85.0,17.0,1.9,1.0,360.0,0.0,N 
2016-04-19,20.0,27.4,21.9,92.0,9.5,6.2,2.0,360.0,0.0,N 
2016-04-20,20.0,25.4,22.3,92.0,18.2,3.4,2.0,350.0,0.0,N 
2016-04-21,21.0,26.2,22.4,90.0,17.8,1.5,3.0,270.0,1.0,N 
2016-04-22,19.0,28.0,23.1,84.0,54.5,4.25,3.0,360.0,1.0,N 
2016-04-23,19.0,28.8,24.0,80.0,1.0,7.0,3.0,360.0,1.0,N 
2016-04-24,20.0,27.200000000000003,24.0,79.0,1.5,5.9,3.0,90.0,1.0,N 
2016-04-25,22.0,25.6,22.0,88.0,12.500000000000002,4.4,2.0,360.0,0.0,N 
2016-04-26,20.0,24.6,21.4,93.0,23.5,2.9,2.0,290.0,0.0,N 
2016-04-27,20.0,26.1,21.5,92.0,3.1,0.0,2.0,310.0,0.0,N 
2016-04-28,19.0,27.0,21.9,85.0,9.4,1.85,2.0,280.0,0.0,N 
2016-04-29,19.0,25.7,21.0,94.0,47.7,3.7,2.0,280.0,0.0,N 
2016-04-30,19.0,26.6,21.8,90.0,20.2,1.2,2.0,80.0,0.0,N 
2016-05-01,19.0,27.5,22.6,82.0,28.8,3.0,4.0,30.0,1.0,N 
2016-05-02,20.0,27.4,22.6,89.0,0.0,6.0,3.0,290.0,1.0,N 
2016-05-03,20.0,28.8,24.1,78.0,19.5,4.7,3.0,60.0,1.0,N 
2016-05-04,20.0,28.6,23.9,78.0,0.2,5.8,2.0,360.0,1.0,N 
2016-05-05,20.0,26.3,22.9,83.0,0.1,9.0,4.0,300.0,0.0,N 
2016-05-06,20.0,27.6,22.9,82.0,0.0,3.1,2.0,260.0,0.0,N 
2016-05-07,20.0,25.8,22.1,86.0,1.1,2.7,2.0,290.0,0.0,N 
2016-05-08,20.0,27.0,21.9,86.5,2.2,2.3,3.0,360.0,1.0,N 
2016-05-09,20.0,26.7,21.7,87.0,4.7,4.0,2.0,310.0,0.0,N 
2016-05-10,20.0,28.6,23.6,84.0,12.6,4.8,2.0,360.0,1.0,N 
2016-05-11,20.0,26.7,22.6,87.0,22.46666666666667,7.5,2.0,90.0,0.0,N 
2016-05-12,20.0,28.0,22.5,88.0,32.333333333333336,2.8,3.0,280.0,0.0,N 
2016-05-13,20.0,27.4,22.9,89.0,42.2,1.8,3.0,310.0,0.0,N 
2016-05-14,21.0,27.8,23.7,85.0,1.3,4.3,3.0,320.0,1.0,N 
2016-05-15,21.0,26.9,23.7,82.0,0.0,2.6,3.0,270.0,1.0,N 
2016-05-16,21.0,26.0,22.4,90.0,10.0,8.0,2.0,360.0,0.0,N 
2016-05-17,20.0,25.4,21.8,92.0,0.7,1.3,2.0,20.0,0.0,N 
2016-05-18,20.0,27.5,22.9,88.0,23.7,2.1,2.0,360.0,0.0,N 
2016-05-19,20.0,26.6,22.9,88.0,0.0,6.8,3.0,360.0,0.0,N 
2016-05-20,20.0,26.7,22.9,90.0,2.1,3.5,2.0,20.0,0.0,N 
2016-05-21,21.0,26.4,21.6,93.0,17.7,4.8,3.0,290.0,0.0,N 
2016-05-22,20.0,25.5,22.0,94.0,34.1,3.5,3.0,320.0,1.0,N 
2016-05-23,20.0,26.4,22.5,89.0,14.7,2.2,3.0,360.0,0.0,N 
2016-05-24,20.0,25.6,22.0,92.0,3.5,3.3,2.0,360.0,0.0,N 
2016-05-25,20.0,27.1,22.6,89.0,4.0,3.0,3.0,300.0,1.0,N 
2016-05-26,20.0,26.4,22.5,85.33333333333333,9.0,4.6,3.0,350.0,0.0,N 
2016-05-27,20.0,27.6,23.05,81.66666666666667,0.0,3.7,2.0,360.0,0.0,N 
2016-05-28,20.0,28.8,23.6,78.0,0.2,1.9,4.0,320.0,1.0,N 
2016-05-29,20.0,26.2,22.4,81.0,0.13333333333333333,8.5,3.0,90.0,0.0,N 
2016-05-30,20.0,26.7,22.7,83.0,0.06666666666666665,0.2,3.0,360.0,0.0,N 
2016-05-31,20.0,27.3,23.3,81.0,0.0,5.4,2.0,360.0,0.0,N 
2016-06-01,20.0,27.2,22.7,85.0,0.0,0.7,2.0,360.0,0.0,N 
2016-06-02,20.0,27.4,22.7,85.0,0.0,5.7,2.0,360.0,0.0,N 
2016-06-03,20.0,25.8,22.1,85.0,0.8,1.2,2.0,200.0,0.0,N 
2016-06-04,20.0,27.8,22.8,78.0,0.1,4.8,3.0,300.0,1.0,N 
2016-06-05,20.0,25.6,22.2,89.0,0.05,5.6,2.0,320.0,0.0,N 
2016-06-06,19.5,25.8,21.5,86.0,0.0,4.3,2.0,120.0,0.0,N 
2016-06-07,19.0,26.6,21.9,87.0,0.0,3.0,2.0,360.0,0.0,N 
2016-06-08,19.0,25.8,20.9,92.0,38.0,4.4,2.0,100.0,0.0,N 
2016-06-09,19.0,24.4,21.6,93.0,13.0,4.4,1.0,360.0,0.0,N 
2016-06-10,20.0,25.5,23.0,82.0,5.0,0.8,3.0,360.0,1.0,N 
2016-06-11,18.0,26.6,21.6,83.0,2.6,8.4,3.0,280.0,0.0,N 
2016-06-12,19.0,26.4,22.3,84.5,0.2,6.2,3.0,330.0,0.0,N 
2016-06-13,19.0,26.4,21.8,86.0,0.0,2.7,2.0,310.0,0.0,N 
2016-06-14,19.0,26.4,21.7,84.0,0.0,3.0,2.0,360.0,0.0,N 
2016-06-15,19.0,26.4,21.2,84.0,0.0,0.9,3.0,90.0,1.0,N 
2016-06-16,19.0,27.2,23.2,82.0,0.2,3.7,3.0,10.0,0.0,N 
2016-06-17,20.0,27.6,22.9,81.0,0.0,2.4,3.0,360.0,1.0,N 
2016-06-18,19.0,22.8,20.5,92.0,80.5,6.6,1.0,360.0,0.0,N 
2016-06-19,19.0,26.3,22.2,77.0,8.8,0.0,2.0,360.0,0.0,N 
2016-06-20,19.0,27.25,21.8,83.0,5.933333333333334,0.3,2.0,310.0,0.0,N 
2016-06-21,19.0,28.2,22.6,71.0,3.0666666666666664,1.4,3.0,260.0,0.0,N 
2016-06-22,19.0,28.3,22.5,78.0,0.2,9.0,2.0,360.0,0.0,N 
2016-06-23,20.0,27.8,23.1,74.0,0.0,5.0,3.0,290.0,1.0,N 
2016-06-24,19.0,26.8,22.0,74.0,0.0,7.0,2.0,290.0,0.0,N 
2016-06-25,18.0,26.5,21.5,77.0,0.0,9.2,3.0,360.0,1.0,N 
2016-06-26,19.0,25.3,21.3,89.0,0.0,6.9,2.0,270.0,0.0,N 
2016-06-27,18.0,25.2,21.0,84.0,10.5,3.8,3.0,300.0,0.0,N 
2016-06-28,18.0,25.6,21.7,74.0,5.25,3.6,2.0,360.0,0.0,N 
2016-06-29,19.0,26.0,21.4,89.0,0.0,0.0,3.0,290.0,1.0,N 
2016-06-30,19.0,27.0,22.2,84.0,44.4,2.5,3.0,210.0,1.0,N 
2016-07-01,19.0,27.6,21.3,84.0,1.1,7.3,3.0,330.0,1.0,N 
2016-07-02,19.0,27.0,22.7,82.0,1.1,5.0,3.0,290.0,1.0,N 
2016-07-03,20.0,25.5,21.0,92.0,28.45,3.8,2.0,340.0,0.0,N 
2016-07-04,20.0,26.4,21.9,87.0,55.8,2.6,3.0,320.0,0.0,N 
2016-07-05,19.0,25.8,21.5,88.0,1.0,2.95,1.0,140.0,0.0,N 
2016-07-06,19.0,26.8,22.1,88.0,1.5,3.3,3.0,300.0,1.0,N 
2016-07-07,19.0,26.0,21.6,84.0,0.0,7.7,2.0,290.0,0.0,N 
2016-07-08,19.0,26.2,21.5,87.0,0.4,6.65,3.0,330.0,0.0,N 
2016-07-09,19.0,26.0,21.9,85.0,14.6,5.6,2.0,290.0,0.0,N 
2016-07-10,15.0,26.15,21.5,91.0,7.3,5.0,2.0,250.0,0.0,N 
2016-07-11,19.0,26.3,21.9,86.0,0.0,5.85,3.0,280.0,1.0,N 
2016-07-12,20.0,25.4,21.7,89.0,10.6,6.7,3.0,250.0,0.0,N 
2016-07-13,19.0,26.6,21.8,85.0,5.6,1.9,2.0,250.0,0.0,N 
2016-07-14,19.0,26.3,22.0,90.0,0.6,5.7,3.0,290.0,1.0,N 
2016-07-15,19.0,28.0,23.1,78.0,0.0,4.8,3.0,30.0,1.0,N 
2016-07-16,19.0,25.6,21.2,89.0,0.7,7.6,2.0,270.0,0.0,N 
2016-07-17,19.0,24.4,20.9,92.0,22.3,3.7,2.0,330.0,0.0,N 
2016-07-18,19.0,25.5,20.8,91.0,12.0,3.0,2.0,250.0,0.0,N 
2016-07-19,18.0,25.866666666666667,20.7,90.0,25.4,3.7,2.0,250.0,0.0,N 
2016-07-20,18.0,26.233333333333334,21.15,88.0,26.0,4.6,3.0,310.0,1.0,N 
2016-07-21,19.0,26.6,21.6,86.0,0.0,4.8,3.0,290.0,1.0,N 
2016-07-22,19.0,23.6,19.7,91.0,16.8,7.4,2.0,250.0,0.0,N 
2016-07-23,18.0,26.0,20.8,87.0,55.3,1.7,2.0,30.0,0.0,N 
2016-07-24,18.0,26.0,21.0,88.0,2.5,3.9,2.0,270.0,0.0,N 
2016-07-25,18.0,26.2,21.5,87.0,2.8,4.0,3.0,340.0,0.0,N 
2016-07-26,18.0,26.4,21.7,74.0,0.0,6.0,2.0,300.0,0.0,N 
2016-07-27,18.0,27.6,22.2,75.0,0.0,8.3,3.0,30.0,1.0,N 
2016-07-28,18.0,25.4,21.4,83.0,0.0,9.5,2.0,280.0,0.0,N 
2016-07-29,18.0,25.6,21.5,84.0,0.55,4.8,3.0,270.0,1.0,N 
2016-07-30,19.0,25.6,20.9,85.0,1.1,4.6,2.0,360.0,0.0,N 
2016-07-31,18.0,26.1,21.6,81.0,1.0,5.1,3.0,320.0,1.0,N 
2016-08-01,19.0,26.4,22.0,86.0,0.0,5.8,3.0,250.0,1.0,N 
2016-08-02,17.0,26.7,20.7,73.0,0.1,6.5,3.0,280.0,1.0,N 
2016-08-03,17.0,26.0,20.6,76.0,0.0,8.5,3.0,280.0,0.0,N 
2016-08-04,17.0,25.2,20.7,75.0,0.0,8.0,2.0,340.0,1.0,N 
2016-08-05,17.0,26.4,20.9,79.0,0.0,7.3,3.0,330.0,1.0,N 
2016-08-06,18.0,27.3,21.4,76.0,0.0,8.05,3.0,350.0,1.0,N 
2016-08-07,18.0,25.7,21.4,83.0,0.0,8.8,2.0,270.0,1.0,N 
2016-08-08,20.0,25.2,21.9,91.0,0.2,2.4,4.0,330.0,0.0,N 
2016-08-09,19.0,27.3,22.1,78.0,6.8,1.4,3.0,30.0,1.0,N 
2016-08-10,18.0,26.4,21.5,74.0,0.8,6.2,3.0,310.0,1.0,N 
2016-08-11,18.0,25.5,21.6,88.0,0.2,6.7,3.0,270.0,0.0,N 
2016-08-12,18.0,25.8,21.4,86.0,5.6,3.3,3.0,260.0,0.0,N 
2016-08-13,19.0,23.6,21.2,95.0,11.0,3.8,2.0,300.0,0.0,N 
2016-08-14,19.0,23.8,20.6,91.0,14.0,0.0,2.0,270.0,0.0,N 
2016-08-15,19.0,24.6,21.2,91.0,7.0,0.1,3.0,320.0,1.0,N 
2016-08-16,18.0,25.9,20.9,87.0,0.0,2.2,2.0,80.0,0.0,N 
2016-08-17,18.0,27.2,21.6,84.0,0.5,4.45,3.0,320.0,1.0,N 
2016-08-18,19.0,25.2,21.6,92.0,2.7,6.7,2.0,290.0,0.0,N 
2016-08-19,19.0,27.4,21.5,86.0,1.0,1.5,3.0,320.0,1.0,N 
2016-08-20,18.0,26.4,21.6,83.0,0.0,7.8,3.0,320.0,1.0,N 
2016-08-21,18.0,26.8,21.5,82.0,3.0,7.199999999999999,3.0,320.0,0.0,N 
2016-08-22,17.0,25.8,21.0,86.0,1.5,6.6,3.0,320.0,1.0,N 
2016-08-23,18.0,26.8,21.5,86.0,0.0,5.8,3.0,360.0,1.0,N 
2016-08-24,20.0,26.6,22.0,80.0,0.4,8.1,2.0,180.0,0.0,N 
2016-08-25,17.0,25.4,20.4,85.0,0.8,6.4,2.0,50.0,0.0,N 
2016-08-26,18.0,25.4,21.4,86.0,3.8,3.2,2.0,360.0,1.0,N 
2016-08-27,19.0,26.8,21.7,86.0,6.45,5.2,2.0,300.0,1.0,N 
2016-08-28,20.0,25.6,21.5,87.0,9.1,5.6,2.0,290.0,0.0,N 
2016-08-29,20.0,24.6,22.0,91.0,9.55,3.0500000000000003,1.0,360.0,0.0,N 
2016-08-30,19.0,25.4,21.1,91.0,10.0,0.5,4.0,270.0,0.0,N 
2016-08-31,18.0,25.6,21.0,90.0,11.6,1.8,2.0,270.0,0.0,N 
2016-09-01,18.0,26.6,21.7,90.0,7.6,5.3,3.0,340.0,0.0,C 
2016-09-02,19.0,25.8,21.5,92.0,6.5,5.5,4.0,290.0,0.0,N 
2016-09-03,18.0,25.9,21.1,90.0,7.8,5.05,3.0,270.0,0.0,N 
2016-09-04,18.0,26.8,22.1,87.0,45.0,4.6,3.0,290.0,1.0,N 
2016-09-05,18.0,26.2,21.9,86.0,18.4,7.0,3.0,270.0,0.0,N 
2016-09-06,18.0,26.7,21.6,86.0,0.0,3.4,2.0,360.0,0.0,N 
2016-09-07,19.0,25.5,21.2,89.0,2.5,6.0,3.0,300.0,1.0,N 
2016-09-08,18.0,25.0,20.8,91.0,22.0,4.1,2.0,360.0,0.0,N 
2016-09-09,19.0,26.6,21.6,73.0,15.5,1.3,3.0,300.0,0.0,N 
2016-09-10,19.0,25.4,21.6,87.0,15.95,3.0,3.0,270.0,0.0,N 
2016-09-11,18.0,26.0,21.4,89.0,16.4,3.3,2.0,280.0,0.0,N 
2016-09-12,18.0,26.6,21.2,86.0,8.399999999999999,4.6,3.0,270.0,0.0,N 
2016-09-13,18.0,27.0,21.9,80.0,0.4,5.9,3.0,360.0,1.0,N 
2016-09-14,19.0,25.6,21.0,87.0,20.0,9.1,1.0,360.0,0.0,N 
2016-09-15,19.0,26.2,21.2,90.0,39.6,4.5,3.0,320.0,0.0,N 
2016-09-16,18.0,25.6,21.4,87.0,20.0,3.6333333333333333,1.0,270.0,0.0,N 
2016-09-17,20.0,25.8,21.9,89.0,0.4,2.7666666666666666,1.0,270.0,0.0,N 
2016-09-18,19.0,24.8,21.1,94.0,0.1,1.9,2.0,310.0,0.0,N 
2016-09-19,19.0,24.7,21.1,92.0,48.1,2.2,2.0,270.0,0.0,N 
2016-09-20,19.0,26.0,22.0,89.0,20.7,1.5,2.0,20.0,0.0,N 
2016-09-21,19.0,25.8,21.4,87.0,0.1,1.35,2.0,360.0,0.0,N 
2016-09-22,20.0,25.2,22.0,90.0,7.2,1.2,2.0,360.0,0.0,N 
2016-09-23,19.0,24.8,21.0,90.0,11.0,0.2,3.0,360.0,0.0,N 
2016-09-24,19.0,26.2,21.5,90.0,0.4,2.5,2.0,60.0,0.0,N 
2016-09-25,19.0,26.8,22.0,87.0,22.8,1.6,1.0,300.0,0.0,N 
2016-09-26,19.0,26.7,22.5,79.0,22.7,2.2,2.0,360.0,0.0,N 
2016-09-27,20.0,27.0,22.4,89.0,24.549999999999997,5.3,3.0,360.0,1.0,N 
2016-09-28,19.0,25.4,22.0,85.0,26.4,3.15,2.0,270.0,0.0,N 
2016-09-29,19.0,25.4,21.5,91.0,14.8,1.0,3.0,270.0,0.0,N 
2016-09-30,19.0,24.2,20.9,93.0,9.5,2.1,1.0,360.0,0.0,N 
2016-10-01,19.0,26.5,21.9,86.0,20.7,0.4,3.0,270.0,0.0,N 
2016-10-02,19.0,26.0,21.4,87.0,0.5,7.3,2.0,270.0,1.0,N 
2016-10-03,18.0,27.0,22.3,78.0,6.1,0.6,3.0,50.0,0.0,N 
2016-10-04,18.0,24.4,20.6,92.0,0.8,2.7,2.0,270.0,0.0,N 
2016-10-05,18.0,24.8,21.0,91.0,32.2,2.5,2.0,360.0,0.0,N 
2016-10-06,19.0,25.2,21.1,93.0,5.8,2.5,2.0,340.0,0.0,N 
2016-10-07,19.0,28.0,22.2,87.0,2.7,5.2,3.0,360.0,1.0,N 
2016-10-08,20.0,23.4,20.6,95.0,32.7,8.1,0.0,0.0,0.0,N 
2016-10-09,19.0,25.0,20.3,93.0,25.8,4.75,0.0,0.0,0.0,N 
2016-10-10,18.0,23.2,20.0,97.0,18.9,1.4,2.0,270.0,0.0,N 
2016-10-11,19.0,25.0,20.9,92.0,69.0,0.3,2.0,360.0,0.0,N 
2016-10-12,20.0,25.0,22.4,87.0,1.0,1.1,2.0,360.0,0.0,N 
2016-10-13,19.0,24.5,21.9,87.0,4.4,0.7,2.0,360.0,0.0,N 
2016-10-14,19.0,25.0,21.7,90.0,3.3000000000000003,0.5,1.0,360.0,0.0,N 
2016-10-15,19.0,25.4,21.0,91.0,2.2,1.1,3.0,270.0,0.0,N 
2016-10-16,18.5,28.0,23.5,61.0,1.1,2.0,3.0,180.0,1.0,N 
2016-10-17,18.0,27.1,22.1,73.0,0.0,0.0,3.0,360.0,1.0,N 
2016-10-18,20.0,25.6,21.9,90.0,0.6,6.2,2.0,360.0,0.0,N 
2016-10-19,20.0,25.6,22.2,90.0,16.2,3.2,2.0,140.0,0.0,N 
2016-10-20,19.0,25.6,22.1,83.0,0.4,3.5,2.0,100.0,0.0,N 
2016-10-21,20.0,26.0,21.8,89.0,0.4,4.2,3.0,360.0,0.0,N 
2016-10-22,19.5,25.9,21.8,89.0,18.4,2.7,2.0,180.0,0.0,N 
2016-10-23,19.0,23.0,20.5,96.0,14.1,1.2,2.0,350.0,0.0,N 
2016-10-24,19.0,25.4,22.1,86.0,12.3,0.1,2.0,170.0,0.0,N 
2016-10-25,19.0,25.3,21.6,88.0,6.2,2.7,3.0,270.0,0.0,N 
2016-10-26,19.0,26.0,21.2,87.0,14.9,6.3,2.0,190.0,0.0,N 
2016-10-27,20.0,23.8,21.2,92.0,2.7,4.1,2.0,90.0,0.0,N 
2016-10-28,19.0,23.3,20.3,93.0,16.6,1.0,2.0,300.0,0.0,N 
2016-10-29,18.0,26.2,21.0,88.0,41.5,2.45,1.0,180.0,0.0,N 
2016-10-30,19.0,24.4,20.7,89.0,9.6,3.9,1.0,360.0,0.0,N 
2016-10-31,18.0,22.8,21.6,86.0,38.0,1.2,2.0,360.0,0.0,N 
2016-11-01,19.0,25.0,21.5,90.0,2.5,5.0,2.0,270.0,0.0,N 
2016-11-02,19.0,24.6,21.4,86.0,3.1,2.5,2.0,360.0,0.0,N 
2016-11-03,19.0,24.6,21.0,92.0,2.4,2.2,1.0,360.0,0.0,N 
2016-11-04,20.0,26.6,22.5,83.0,3.4,1.2,2.0,360.0,0.0,N 
2016-11-05,19.0,26.6,22.4,84.0,0.4,2.0,3.0,360.0,0.0,N 
2016-11-06,20.0,27.0,22.0,88.0,0.8,4.0,3.0,360.0,0.0,N 
2016-11-07,19.0,26.8,22.7,89.0,78.4,3.8,2.0,80.0,0.0,N 
2016-11-08,19.0,25.2,21.5,89.0,3.5,5.5,3.0,360.0,0.0,N 
2016-11-09,18.0,25.4,21.3,88.0,41.3,2.8,2.0,250.0,0.0,N 
2016-11-10,20.0,27.4,21.9,80.0,0.8,1.9,3.0,270.0,1.0,N 
