Year,Month,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg
2017,2,22.75,29.553571428571427,24.967857142857145,88.10714285714286,19.376785714285713,2.2875,6.857142857142857,287.85714285714283,1.5357142857142858
2017,3,22.870967741935484,31.39032258064516,25.770967741935483,85.75806451612904,12.470967741935485,4.533870967741936,6.532258064516129,264.6774193548387,1.4838709677419355
2017,4,23.333333333333332,31.615000000000002,26.125,85.31666666666666,12.87888888888889,4.568333333333333,5.433333333333334,304.6666666666667,1.4666666666666666
2017,5,23.532258064516128,32.36451612903225,26.490322580645163,84.1774193548387,16.66559139784946,5.906451612903226,5.548387096774194,291.2903225806452,1.3548387096774193
2017,6,23.066666666666666,31.69,26.273333333333333,83.4,18.948333333333334,6.163333333333333,5.3,322.6666666666667,1.5666666666666667
2017,7,22.56451612903226,31.788709677419355,26.029032258064515,81.8225806451613,15.658064516129032,6.124193548387097,4.870967741935484,318.2258064516129,1.3225806451612903
2017,8,22.306451612903224,32.4741935483871,26.20967741935484,76.61290322580645,27.73709677419355,7.498387096774193,5.612903225806452,318.7096774193548,1.4516129032258065
2017,9,22.566666666666666,32.72566666666667,26.6,75.76666666666667,14.096666666666666,7.451666666666667,4.416666666666667,266.3333333333333,1.7
2017,10,23.483870967741936,32.71709677419355,26.51290322580645,81.91935483870968,16.130107526881723,5.712903225806452,4.919354838709677,273.5483870967742,1.3548387096774193
2017,11,23.466666666666665,32.098333333333336,26.259999999999998,82.63333333333334,12.710555555555555,4.503333333333333,5.333333333333333,272.0,1.4333333333333333
2017,12,22.70967741935484,31.216129032258067,25.991935483870968,83.19354838709677,7.956451612903226,4.745161290322581,4.967741935483871,291.93548387096774,1.2580645161290323
2018,1,23.29032258064516,29.983870967741936,25.738709677419354,81.64516129032258,7.380645161290322,2.3225806451612905,7.064516129032258,282.16129032258067,2.064516129032258
2018,2,22.857142857142858,30.219642857142855,25.589285714285715,85.35714285714286,16.1,3.6107142857142853,6.142857142857143,291.7857142857143,1.7857142857142858
2018,3,22.774193548387096,32.14032258064516,26.048387096774192,83.3225806451613,5.486635944700461,5.119354838709677,5.193548387096774,276.93548387096774,1.3870967741935485
2018,4,22.966666666666665,31.82,26.293333333333333,85.3,19.40047619047619,5.721666666666667,5.333333333333333,269.0,1.5333333333333334
2018,5,22.870967741935484,32.42741935483871,26.612903225806452,81.93548387096774,14.848924731182796,7.348387096774194,4.741935483870968,290.96774193548384,1.5483870967741935
2018,6,22.833333333333332,31.928333333333335,26.186666666666667,82.5,14.679444444444444,6.741666666666666,4.666666666666667,267.5,1.3666666666666667
2018,7,21.516129032258064,32.133870967741935,25.758064516129032,76.3225806451613,8.294930875576037,8.462903225806452,4.0,284.19354838709677,1.1612903225806452
2018,8,21.838709677419356,32.50483870967742,25.88064516129032,74.54838709677419,4.658294930875576,7.945161290322581,5.67741935483871,310.0,1.7419354838709677
2018,9,22.2,33.0,26.133333333333333,75.43333333333334,16.753333333333334,7.453333333333333,6.0,289.6666666666667,1.8
2018,10,23.048387096774192,33.225806451612904,26.58709677419355,79.64516129032258,17.901612903225807,7.243548387096775,5.096774193548387,311.7741935483871,1.3870967741935485
2018,11,23.3,32.11666666666667,26.376666666666665,83.26666666666667,19.243333333333332,4.79,5.533333333333333,286.5,1.3333333333333333
2018,12,23.14516129032258,31.451612903225808,26.151612903225807,84.12903225806451,11.743548387096775,4.75,5.419354838709677,268.4516129032258,1.5806451612903225
2019,1,23.01451612903226,30.646774193548385,25.72258064516129,86.61290322580645,12.580645161290322,3.8161290322580643,3.5806451612903225,278.258064516129,1.064516129032258
2019,2,22.803571428571427,31.7375,25.9875,85.85714285714286,12.694642857142856,5.878571428571428,4.107142857142857,208.71428571428572,0.9464285714285714
2019,3,22.812903225806455,31.62258064516129,25.9741935483871,85.35483870967742,9.885483870967741,3.9516129032258065,3.838709677419355,241.29032258064515,1.0
2019,4,22.976666666666667,32.52333333333333,26.5,85.53333333333333,25.206666666666667,5.986666666666666,4.333333333333333,185.06666666666666,1.0333333333333334
2019,5,23.09032258064516,32.872580645161285,27.080645161290324,81.70967741935483,27.58655913978495,7.3,4.451612903225806,180.16129032258064,1.064516129032258
2019,6,21.9,32.653333333333336,26.4,80.0,12.795555555555556,8.201666666666666,2.966666666666667,189.73333333333332,0.9
2019,7,21.241935483870968,32.21290322580645,25.97741935483871,76.40322580645162,6.769713261648746,7.824193548387097,3.5806451612903225,196.4516129032258,1.2258064516129032
2019,8,20.85483870967742,32.622580645161285,25.677419354838708,75.16129032258064,26.030977982590887,7.838709677419355,4.064516129032258,185.96774193548387,1.1612903225806452
2019,9,21.283333333333335,33.23166666666667,26.253333333333334,74.43333333333334,16.04095238095238,8.233333333333333,4.1,166.26666666666668,1.1666666666666667
2019,10,21.822580645161292,33.68064516129032,26.70967741935484,76.70967741935483,33.66193548387097,7.770967741935484,4.645161290322581,181.7741935483871,1.2580645161290323
2019,11,22.466666666666665,33.43666666666667,27.183333333333334,78.15,16.209333333333333,7.016666666666667,5.7,258.5,1.4666666666666666
2019,12,22.870967741935484,31.62258064516129,26.070967741935487,87.3225806451613,24.351612903225806,4.33225806451613,4.870967741935484,267.5806451612903,1.2580645161290323
2020,1,23.048387096774192,30.083870967741937,26.01451612903226,88.88709677419355,15.019354838709678,3.4419354838709677,4.225806451612903,268.7096774193548,1.4516129032258065
2020,2,22.92413793103448,30.182758620689654,25.662068965517243,89.27586206896552,19.45,2.603448275862069,4.689655172413793,293.7931034482759,1.3103448275862069
2020,3,22.766129032258064,31.629032258064516,26.23548387096774,86.25806451612904,29.229032258064517,4.816129032258065,4.419354838709677,300.96774193548384,1.2903225806451613
2020,4,23.31,32.21,26.69,84.95,25.026666666666664,5.73,4.566666666666666,280.8333333333333,1.4666666666666666
2020,5,23.537096774193547,32.31774193548387,26.925806451612903,84.2258064516129,24.693548387096776,5.220967741935484,4.564516129032258,231.29032258064515,1.5806451612903225
2020,6,23.040000000000003,32.25,26.763333333333332,82.35,16.32,6.864999999999999,4.433333333333334,253.5,1.7
2020,7,22.256451612903227,31.938709677419357,26.14516129032258,81.19354838709677,10.464516129032258,6.467741935483871,4.096774193548387,254.67741935483872,1.4838709677419355
2020,8,22.106451612903225,32.832258064516125,26.470967741935485,77.48387096774194,4.211290322580646,7.351612903225806,5.032258064516129,281.4516129032258,1.7741935483870968
2020,9,22.096666666666668,32.998333333333335,26.636666666666667,78.33333333333333,14.866666666666667,6.848333333333333,4.866666666666666,236.83333333333334,1.6
2020,10,22.556451612903224,32.01129032258065,26.279032258064515,84.3225806451613,20.190322580645162,5.290322580645161,4.516129032258065,219.3548387096774,1.5806451612903225
2020,11,22.841666666666665,32.24333333333333,26.626666666666665,82.46666666666667,11.303333333333333,5.058333333333334,4.616666666666666,202.66666666666666,1.55
2020,12,22.52258064516129,30.20967741935484,25.861290322580647,84.2258064516129,6.488709677419355,2.2758064516129033,4.387096774193548,260.3225806451613,1.4516129032258065
2021,1,22.25,29.530645161290323,25.24516129032258,87.6774193548387,8.959677419354838,1.5290322580645161,3.806451612903226,258.93548387096774,0.967741935483871
2021,2,22.489285714285717,29.519642857142856,25.460714285714285,88.75,21.810714285714287,2.726785714285714,4.178571428571429,289.4642857142857,1.0714285714285714
2021,3,22.154838709677417,32.04677419354839,25.887096774193548,85.25806451612904,10.166129032258064,5.267741935483872,4.129032258064516,204.67741935483872,1.0
2021,4,22.292777777777776,31.896666666666665,26.220000000000002,84.16666666666667,12.086666666666668,5.503333333333333,4.266666666666667,253.66666666666666,1.1
2021,5,22.96021505376344,32.59838709677419,26.870967741935484,83.93548387096774,23.988709677419354,6.740322580645162,4.32258064516129,198.5483870967742,1.096774193548387
2021,6,22.063333333333333,31.69,25.86,86.1,17.373333333333335,5.72,3.933333333333333,180.5,1.0
2021,7,21.39032258064516,32.193548387096776,26.0,79.83870967741936,10.85483870967742,7.059677419354839,4.290322580645161,182.41935483870967,1.064516129032258
2021,8,21.664516129032258,32.04838709677419,26.016129032258064,81.54838709677419,19.520967741935483,6.879032258064516,4.548387096774194,152.7741935483871,1.2258064516129032
2021,9,22.021666666666665,32.38333333333333,26.303333333333335,81.16666666666667,11.798333333333334,6.703333333333333,5.066666666666666,163.5,1.1666666666666667
2021,10,21.903225806451612,32.70967741935484,26.451612903225808,82.64516129032258,20.63064516129032,6.432258064516129,5.645161290322581,204.19354838709677,1.1612903225806452
2021,11,22.698333333333334,31.666666666666668,26.4,83.7,7.5633333333333335,4.198333333333333,5.333333333333333,217.9,1.2
2021,12,22.146774193548385,31.51290322580645,26.03548387096774,85.09677419354838,12.04516129032258,3.8774193548387097,4.516129032258065,256.0483870967742,1.064516129032258
2022,1,21.958064516129035,31.30322580645161,26.019354838709678,84.48387096774194,3.9693548387096773,4.780645161290322,5.064516129032258,272.2903225806452,1.032258064516129
2022,2,22.12857142857143,30.701785714285712,25.77857142857143,84.85714285714286,6.758928571428571,3.3000000000000003,5.035714285714286,256.5357142857143,1.0714285714285714
2022,3,22.141935483870967,31.888709677419353,26.067741935483873,85.1774193548387,5.699999999999999,4.190322580645161,5.096774193548387,234.09677419354838,0.9354838709677419
2022,4,22.384999999999998,32.35333333333333,26.373333333333335,84.86666666666666,13.49,5.63,4.4,233.9,0.8666666666666667
2022,5,22.551612903225806,32.31774193548387,26.509677419354837,84.90322580645162,13.591935483870968,5.203225806451614,4.0,218.38709677419354,0.8387096774193549
2022,6,21.708333333333332,31.686666666666667,25.516666666666666,85.76666666666667,18.21833333333333,5.333333333333333,4.5,172.5,0.9333333333333333
2022,7,21.94193548387097,31.885483870967743,26.26451612903226,82.29032258064517,20.398387096774194,6.551612903225807,4.0,146.29032258064515,1.0
2022,8,21.674193548387095,32.395161290322584,26.048387096774192,82.85483870967742,15.206451612903225,6.951612903225806,4.032258064516129,190.06451612903226,1.0
2022,9,21.761666666666667,32.265,25.98,83.93333333333334,12.595,6.108333333333333,4.666666666666667,206.0,1.0666666666666667
2022,10,21.864516129032257,31.58225806451613,26.037096774193547,85.56451612903226,22.387096774193548,4.032258064516129,4.225806451612903,209.3548387096774,0.9032258064516129
2022,11,21.846666666666668,31.235,25.976666666666667,86.18333333333334,13.52888888888889,3.7366666666666664,4.7,245.0,0.8666666666666667
2022,12,21.509677419354837,30.674193548387095,25.7758064516129,85.6774193548387,8.734946236559141,3.07741935483871,5.258064516129032,235.90322580645162,1.0
2023,1,21.33709677419355,30.438709677419357,25.54032258064516,86.41935483870968,7.561290322580645,3.6580645161290324,3.7903225806451615,257.4193548387097,0.9032258064516129
2023,2,21.780357142857145,29.7375,25.396428571428572,85.98214285714286,9.689285714285715,2.1357142857142857,5.142857142857143,268.82142857142856,1.1071428571428572
2023,3,22.179032258064513,31.45967741935484,25.769354838709678,86.35483870967742,14.151612903225805,5.009677419354839,4.258064516129032,224.67741935483872,0.9354838709677419
2023,4,22.898333333333333,32.64,26.673333333333336,83.58333333333333,12.843333333333334,6.163333333333333,4.05,213.0,0.85
2023,5,23.675806451612903,32.958064516129035,27.070967741935487,82.64516129032258,13.024193548387096,6.174193548387097,3.6129032258064515,186.7741935483871,0.6774193548387096
2023,6,23.06,32.513333333333335,26.529999999999998,83.86666666666666,18.736666666666668,7.133333333333334,3.433333333333333,213.33333333333334,0.6666666666666666
2023,7,22.529032258064515,32.28709677419355,26.348387096774193,79.56451612903226,9.201612903225806,6.838709677419355,3.3870967741935485,168.8709677419355,0.9032258064516129
2023,8,21.961290322580645,33.15161290322581,26.383870967741935,76.3225806451613,20.644193548387097,7.82258064516129,3.6774193548387095,152.25806451612902,1.0
2023,9,21.584999999999997,33.81166666666667,26.778333333333332,71.53333333333333,6.042666666666666,8.113333333333333,5.0,146.7,1.2
2023,10,23.138709677419353,34.71935483870968,27.730645161290322,74.11290322580645,10.430645161290323,7.675806451612904,5.354838709677419,138.1451612903226,1.064516129032258
2023,11,23.446666666666665,33.27333333333333,26.846666666666668,83.96666666666667,38.97833333333333,5.9,6.6,196.66666666666666,1.2666666666666666
2023,12,23.093548387096774,33.11290322580645,27.177419354838708,80.0,27.148387096774194,5.729032258064516,6.064516129032258,202.09677419354838,1.032258064516129
2024,1,23.259677419354837,31.4741935483871,26.261290322580646,86.09677419354838,14.55,3.593548387096774,6.387096774193548,197.25806451612902,1.0
2024,2,23.310344827586206,31.624137931034483,26.63103448275862,85.86206896551724,10.85689655172414,4.572413793103448,6.9655172413793105,220.3448275862069,1.3793103448275863
2024,3,23.225806451612904,31.76451612903226,26.374193548387098,86.35483870967742,23.90967741935484,3.987096774193548,7.774193548387097,240.96774193548387,1.6129032258064515
2024,4,23.833333333333332,32.99666666666666,27.373333333333335,84.73333333333333,24.178333333333335,5.556666666666667,6.733333333333333,209.66666666666666,1.3
2024,5,23.896774193548385,33.10322580645161,27.519354838709678,83.09677419354838,19.993548387096773,5.993548387096775,7.387096774193548,211.6451612903226,1.8709677419354838
2024,6,23.31,32.723333333333336,27.083333333333332,81.93333333333334,8.276666666666667,6.496666666666667,5.633333333333334,179.83333333333334,1.5
2024,7,22.306451612903224,32.71290322580645,26.312903225806455,78.96774193548387,6.891935483870968,6.958064516129032,7.548387096774194,187.41935483870967,1.8709677419354838
2024,8,22.41290322580645,33.42903225806452,26.712903225806453,77.51612903225806,3.97258064516129,6.9,8.387096774193548,216.80645161290323,2.3870967741935485
2024,9,22.683333333333334,33.32666666666667,26.776666666666664,78.63333333333334,13.423333333333334,6.833333333333333,7.933333333333334,191.83333333333334,2.433333333333333
2024,10,22.348387096774193,34.07419354838709,27.23225806451613,78.58064516129032,15.922580645161291,7.232258064516128,9.709677419354838,216.09677419354838,2.4193548387096775
2024,11,22.7375,32.75,26.81875,83.125,33.68125,5.81875,9.375,173.125,2.3125
